id,name,age,specialty,years_of_experience,salary
596,Laura Martinez596,58,Orthopedics,14,146215
597,Jane Smith597,41,Pediatrics,18,164318
598,Emily Johnson598,43,Dermatology,25,185946
599,James Anderson599,35,Dermatology,16,127809
600,Laura Martinez600,50,Neurology,35,193249
601,Jane Smith601,37,Ophthalmology,25,194785
602,John Doe602,39,Ophthalmology,39,143339
603,Jane Smith603,26,Ophthalmology,15,114376
604,Robert Lee604,26,Cardiology,7,112403
605,Jane Smith605,44,Cardiology,20,146114
606,Patricia Taylor606,52,General Surgery,6,156590
607,David Wilson607,60,Neurology,12,88356
608,Patricia Taylor608,47,General Surgery,36,109927
609,Robert Lee609,39,Pediatrics,29,104355
610,Laura Martinez610,61,Cardiology,18,163508
611,Patricia Taylor611,59,Ophthalmology,28,106822
612,Sarah Davis612,30,Pediatrics,25,101979
613,Sarah Davis613,61,General Surgery,11,120235
614,David Wilson614,29,Orthopedics,32,135770
615,John Doe615,31,Dermatology,16,181682
616,Laura Martinez616,25,Ophthalmology,12,163689
617,Jane Smith617,35,Cardiology,28,166143
618,Michael Brown618,42,Ophthalmology,17,95098
619,Laura Martinez619,60,Dermatology,3,142494
620,Robert Lee620,54,Neurology,7,168579
621,Sarah Davis621,27,Neurology,21,132368
622,Jane Smith622,33,Cardiology,14,150597
623,James Anderson623,46,Ophthalmology,11,155422
624,Robert Lee624,59,Ophthalmology,34,121101
625,Sarah Davis625,43,Orthopedics,26,155385
626,Sarah Davis626,32,Cardiology,31,86926
627,David Wilson627,55,Pediatrics,38,110428
628,John Doe628,30,Orthopedics,16,98373
629,Laura Martinez629,64,Dermatology,9,126139
630,Emily Johnson630,65,Dermatology,24,157672
631,John Doe631,49,Dermatology,37,120131
632,Jane Smith632,32,Ophthalmology,36,122299
633,John Doe633,65,Cardiology,31,116737
634,Sarah Davis634,40,General Surgery,15,140570
635,David Wilson635,49,Neurology,19,99935
636,David Wilson636,45,General Surgery,29,85897
637,Sarah Davis637,26,Orthopedics,39,189257
638,Emily Johnson638,31,Cardiology,28,98240
639,John Doe639,60,Orthopedics,11,140845
640,David Wilson640,40,Dermatology,38,102378
641,James Anderson641,35,Cardiology,28,171407
642,James Anderson642,36,Pediatrics,25,109250
643,David Wilson643,51,Dermatology,31,99132
644,Emily Johnson644,55,Orthopedics,24,190629
645,Michael Brown645,28,Cardiology,13,113913
646,Sarah Davis646,35,General Surgery,22,117287
647,Robert Lee647,41,Dermatology,4,82622
648,James Anderson648,36,General Surgery,5,92264
649,John Doe649,41,Pediatrics,38,158424
650,John Doe650,52,Neurology,1,127384
651,Patricia Taylor651,25,Neurology,37,178387
652,James Anderson652,35,Dermatology,16,92343
653,Michael Brown653,46,Cardiology,19,119633
654,Laura Martinez654,56,Ophthalmology,13,183685
655,Michael Brown655,55,Neurology,7,124079
656,David Wilson656,55,Orthopedics,7,82016
657,Laura Martinez657,51,Orthopedics,1,103552
658,Michael Brown658,26,Cardiology,15,123611
659,Jane Smith659,62,Ophthalmology,10,130012
660,Michael Brown660,65,Dermatology,24,103831
661,Robert Lee661,34,Orthopedics,22,147975
662,Michael Brown662,63,General Surgery,21,83922
663,Michael Brown663,38,Dermatology,24,142726
664,David Wilson664,31,Pediatrics,28,139947
665,Emily Johnson665,32,Dermatology,20,161773
666,Patricia Taylor666,49,Neurology,1,155441
667,Sarah Davis667,34,Orthopedics,18,173575
668,Jane Smith668,52,Cardiology,34,173236
669,David Wilson669,33,Neurology,27,121474
670,Patricia Taylor670,57,Neurology,3,199359
671,Emily Johnson671,29,Ophthalmology,20,113472
672,Jane Smith672,50,Orthopedics,40,113734
673,Laura Martinez673,26,Neurology,29,151236
674,Jane Smith674,46,Cardiology,14,154779
675,John Doe675,27,Pediatrics,25,87681
676,Emily Johnson676,59,Ophthalmology,16,105043
677,Robert Lee677,61,Ophthalmology,16,122494
678,Laura Martinez678,48,Orthopedics,36,92719
679,Emily Johnson679,43,Cardiology,16,176137
680,Sarah Davis680,64,Neurology,4,133016
681,Michael Brown681,39,Ophthalmology,26,111115
682,Patricia Taylor682,60,Dermatology,22,123387
683,David Wilson683,47,Orthopedics,10,98786
684,Robert Lee684,47,Neurology,17,166306
685,James Anderson685,40,Dermatology,7,94917
686,Sarah Davis686,52,Dermatology,34,83323
687,David Wilson687,34,General Surgery,5,146867
688,James Anderson688,55,Ophthalmology,28,181079
689,James Anderson689,50,Dermatology,26,99481
690,James Anderson690,32,Ophthalmology,14,155150
691,Patricia Taylor691,39,Pediatrics,22,151723
692,Sarah Davis692,42,General Surgery,8,107663
693,John Doe693,29,General Surgery,16,99537
694,Jane Smith694,52,Neurology,28,130154
695,David Wilson695,43,General Surgery,40,184179
696,Sarah Davis696,55,Neurology,9,119906
697,Sarah Davis697,27,Orthopedics,24,100912
698,James Anderson698,46,Neurology,11,114917
699,Michael Brown699,46,Dermatology,34,81637
700,Robert Lee700,31,Dermatology,3,175559
701,Michael Brown701,47,Ophthalmology,19,138767
702,Robert Lee702,34,Ophthalmology,25,193205
703,Patricia Taylor703,31,Cardiology,17,183752
704,Patricia Taylor704,30,Cardiology,25,100694
705,John Doe705,56,Orthopedics,7,105865
706,Robert Lee706,62,Pediatrics,35,127817
707,Robert Lee707,33,Ophthalmology,13,165673
708,James Anderson708,63,Neurology,27,184992
709,David Wilson709,38,Dermatology,35,147476
710,John Doe710,63,Dermatology,40,178077
711,Sarah Davis711,44,Orthopedics,39,141377
712,John Doe712,35,Cardiology,26,150910
713,David Wilson713,30,Orthopedics,35,190211
714,James Anderson714,39,Pediatrics,6,110271
715,Robert Lee715,49,General Surgery,33,129057
716,David Wilson716,29,Neurology,3,91245
717,Sarah Davis717,48,Cardiology,18,188544
718,David Wilson718,61,General Surgery,29,141008
719,Jane Smith719,38,Orthopedics,14,160000
720,Jane Smith720,34,Neurology,26,127258
721,Emily Johnson721,32,General Surgery,3,124671
722,Michael Brown722,65,Orthopedics,12,92864
723,Jane Smith723,32,General Surgery,12,188873
724,John Doe724,49,Dermatology,9,181384
725,Emily Johnson725,44,Ophthalmology,40,188182
726,Jane Smith726,43,Dermatology,38,141424
727,David Wilson727,32,Pediatrics,14,177547
728,Laura Martinez728,33,Ophthalmology,22,88006
729,Emily Johnson729,49,General Surgery,13,140758
730,Michael Brown730,53,Ophthalmology,14,106321
731,Michael Brown731,47,Neurology,30,195747
732,David Wilson732,33,Neurology,13,103974
733,John Doe733,53,Orthopedics,5,161705
734,John Doe734,57,Ophthalmology,15,162506
735,Sarah Davis735,38,Orthopedics,25,126781
736,David Wilson736,46,Dermatology,32,110996
737,Emily Johnson737,33,Dermatology,36,90011
738,Michael Brown738,27,Pediatrics,7,156237
739,John Doe739,61,General Surgery,9,137540
740,Sarah Davis740,41,Orthopedics,17,131910
741,James Anderson741,60,General Surgery,32,168505
742,Patricia Taylor742,53,Ophthalmology,20,108966
743,Sarah Davis743,65,Pediatrics,14,120455
744,Robert Lee744,61,Dermatology,2,82421
745,Patricia Taylor745,60,Neurology,28,102994
746,Patricia Taylor746,37,Dermatology,20,198683
747,Sarah Davis747,28,Cardiology,35,106357
748,Jane Smith748,42,Cardiology,5,101055
749,Laura Martinez749,26,Orthopedics,14,139268
750,Emily Johnson750,51,Ophthalmology,14,154480
751,David Wilson751,28,Dermatology,12,89853
752,Michael Brown752,43,Pediatrics,13,120132
753,Patricia Taylor753,63,Ophthalmology,5,136776
754,Patricia Taylor754,35,Orthopedics,21,160714
755,Laura Martinez755,37,Dermatology,21,86134
756,Laura Martinez756,58,Orthopedics,27,130705
757,Michael Brown757,49,Cardiology,33,114699
758,Jane Smith758,61,Neurology,3,147244
759,Patricia Taylor759,45,General Surgery,13,163717
760,Jane Smith760,25,General Surgery,20,173574
761,David Wilson761,33,Orthopedics,13,194816
762,Sarah Davis762,38,Ophthalmology,28,144157
763,Patricia Taylor763,41,Dermatology,11,195266
764,David Wilson764,64,Pediatrics,11,147078
765,Laura Martinez765,30,Dermatology,5,151752
766,John Doe766,49,General Surgery,7,103399
767,Patricia Taylor767,56,Neurology,11,99235
768,Jane Smith768,38,Orthopedics,13,193299
769,Robert Lee769,61,General Surgery,37,147499
770,Patricia Taylor770,52,Ophthalmology,6,116918
771,James Anderson771,42,Neurology,10,103082
772,Robert Lee772,48,Orthopedics,40,108976
773,John Doe773,50,General Surgery,39,193476
774,Emily Johnson774,40,Orthopedics,33,181514
775,Jane Smith775,36,Neurology,36,130315
776,Robert Lee776,31,Cardiology,2,160331
777,Patricia Taylor777,55,Cardiology,19,187322
778,James Anderson778,56,Neurology,25,183199
779,Emily Johnson779,41,Pediatrics,16,85253
780,Robert Lee780,28,Neurology,27,118240
781,Michael Brown781,64,Dermatology,1,146272
782,Jane Smith782,33,Ophthalmology,12,134417
783,John Doe783,65,Pediatrics,14,83024
784,Emily Johnson784,29,Orthopedics,34,196073
785,Robert Lee785,31,Dermatology,24,100393
786,Jane Smith786,56,Ophthalmology,37,144767
787,James Anderson787,59,Neurology,32,163357
788,Robert Lee788,54,Dermatology,2,139728
789,Emily Johnson789,46,Dermatology,23,123502
790,Patricia Taylor790,29,Neurology,4,99439
791,Emily Johnson791,39,Dermatology,13,173363
792,David Wilson792,33,General Surgery,28,134191
793,Patricia Taylor793,29,General Surgery,21,181113
794,Michael Brown794,38,Dermatology,27,156458
795,James Anderson795,65,Pediatrics,3,135532
796,Michael Brown796,31,Orthopedics,11,104697
797,Laura Martinez797,56,Dermatology,22,118436
798,Laura Martinez798,54,Dermatology,19,189571
799,David Wilson799,39,Dermatology,25,89902
800,Robert Lee800,43,Dermatology,27,180609
801,Patricia Taylor801,51,General Surgery,27,106377
802,Jane Smith802,34,General Surgery,10,143821
803,Sarah Davis803,46,Dermatology,6,119500
804,Laura Martinez804,44,Orthopedics,24,165640
805,James Anderson805,31,General Surgery,11,114902
806,John Doe806,28,Orthopedics,1,171862
807,Emily Johnson807,33,General Surgery,29,176582
808,David Wilson808,39,Ophthalmology,30,162977
809,Robert Lee809,30,Pediatrics,24,151214
810,John Doe810,54,Dermatology,2,100009
811,Laura Martinez811,42,Pediatrics,39,151216
812,David Wilson812,60,Dermatology,34,167160
813,Sarah Davis813,31,Ophthalmology,40,119038
814,Robert Lee814,46,General Surgery,10,109683
815,David Wilson815,43,Ophthalmology,8,121644
816,Laura Martinez816,33,Orthopedics,19,126119
817,Laura Martinez817,62,Pediatrics,39,122656
818,John Doe818,32,General Surgery,31,85117
819,Sarah Davis819,42,Orthopedics,26,196806
820,Emily Johnson820,43,Ophthalmology,5,86475
821,Michael Brown821,39,Dermatology,19,157605
822,Emily Johnson822,42,Dermatology,28,151020
823,James Anderson823,28,Dermatology,36,181687
824,Sarah Davis824,26,Cardiology,13,152039
825,James Anderson825,46,Pediatrics,1,177595
826,John Doe826,62,Ophthalmology,15,162711
827,David Wilson827,60,Ophthalmology,36,109490
828,Emily Johnson828,43,Cardiology,6,175228
829,John Doe829,25,Pediatrics,14,106898
830,James Anderson830,41,Neurology,35,186228
831,Laura Martinez831,29,Dermatology,38,165369
832,Robert Lee832,47,Dermatology,8,161540
833,Jane Smith833,28,General Surgery,5,145651
834,David Wilson834,27,Cardiology,25,132763
835,Jane Smith835,50,Orthopedics,25,102280
836,Sarah Davis836,46,Cardiology,9,133901
837,Sarah Davis837,48,Neurology,1,166909
838,Patricia Taylor838,65,Ophthalmology,19,176567
839,Robert Lee839,46,General Surgery,17,134453
840,Robert Lee840,46,Ophthalmology,15,112229
841,Robert Lee841,63,Cardiology,7,122033
842,Michael Brown842,57,Dermatology,27,99659
843,David Wilson843,27,Cardiology,35,93357
844,Michael Brown844,44,Ophthalmology,25,98985
845,Jane Smith845,31,Neurology,23,116706
846,Michael Brown846,43,General Surgery,36,87955
847,Sarah Davis847,31,General Surgery,12,168416
848,Laura Martinez848,36,Ophthalmology,5,130402
849,Jane Smith849,55,Ophthalmology,8,84905
850,Laura Martinez850,36,Pediatrics,2,132967
851,Emily Johnson851,56,Orthopedics,4,117464
852,John Doe852,63,Dermatology,6,140126
853,Sarah Davis853,41,Neurology,25,111031
854,David Wilson854,43,Orthopedics,32,182592
855,Michael Brown855,54,Dermatology,8,118497
856,Michael Brown856,32,Orthopedics,13,107142
857,Michael Brown857,48,Ophthalmology,18,141377
858,David Wilson858,56,Ophthalmology,6,105468
859,Jane Smith859,30,Neurology,17,147498
860,Patricia Taylor860,28,Ophthalmology,21,133303
861,Sarah Davis861,49,General Surgery,28,131301
862,Emily Johnson862,45,Orthopedics,3,101279
863,Patricia Taylor863,65,Neurology,10,133235
864,Sarah Davis864,45,Pediatrics,39,82664
865,Sarah Davis865,63,Dermatology,22,134105
866,James Anderson866,31,Ophthalmology,6,108576
867,Michael Brown867,42,Cardiology,10,170192
868,Sarah Davis868,64,Ophthalmology,11,85887
869,Michael Brown869,65,Ophthalmology,18,184396
870,Laura Martinez870,54,Pediatrics,4,98291
871,Laura Martinez871,45,Neurology,23,161245
872,James Anderson872,33,General Surgery,30,135488
873,Emily Johnson873,60,Ophthalmology,34,174329
874,David Wilson874,46,Dermatology,27,149460
875,Emily Johnson875,65,Neurology,15,114621
876,Jane Smith876,42,Ophthalmology,38,93147
877,Sarah Davis877,47,Ophthalmology,7,147850
878,David Wilson878,27,Pediatrics,9,183351
879,David Wilson879,48,Neurology,14,133877
880,Michael Brown880,58,Neurology,3,95570
881,Patricia Taylor881,62,Neurology,26,146102
882,Michael Brown882,39,Cardiology,27,131284
883,Jane Smith883,56,Ophthalmology,21,99078
884,David Wilson884,43,Orthopedics,12,112902
885,Laura Martinez885,63,General Surgery,16,94346
886,Jane Smith886,38,Ophthalmology,16,99123
887,Laura Martinez887,32,Neurology,1,196460
888,John Doe888,51,Orthopedics,14,147369
889,Jane Smith889,36,Orthopedics,2,114688
890,James Anderson890,55,General Surgery,17,163736
891,Michael Brown891,35,Neurology,39,154474
892,Robert Lee892,49,Pediatrics,32,134375
893,John Doe893,37,General Surgery,38,121358
894,Michael Brown894,61,Ophthalmology,6,134719
895,John Doe895,58,Ophthalmology,6,145781
896,Sarah Davis896,30,Cardiology,39,150248
897,Emily Johnson897,64,General Surgery,34,116162
898,Sarah Davis898,37,Neurology,34,116164
899,James Anderson899,60,Cardiology,30,153076
900,Laura Martinez900,63,General Surgery,18,187219
901,Patricia Taylor901,54,Ophthalmology,12,129383
902,Robert Lee902,57,Orthopedics,14,83350
903,Emily Johnson903,47,Cardiology,40,148463
904,James Anderson904,61,Dermatology,17,89435
905,Patricia Taylor905,54,Dermatology,23,191016
906,Sarah Davis906,64,Orthopedics,5,132558
907,James Anderson907,50,Pediatrics,33,159069
908,Michael Brown908,30,Neurology,37,192727
909,Emily Johnson909,25,Dermatology,37,103919
910,David Wilson910,48,Dermatology,31,98893
911,Sarah Davis911,33,Cardiology,11,96642
912,David Wilson912,28,Orthopedics,4,172380
913,John Doe913,52,Cardiology,35,88379
914,John Doe914,32,Dermatology,27,164985
915,Laura Martinez915,63,Neurology,3,86229
916,Emily Johnson916,26,Cardiology,19,152354
917,James Anderson917,35,Dermatology,15,185640
918,Laura Martinez918,58,Ophthalmology,38,115359
919,John Doe919,44,General Surgery,14,86067
920,Robert Lee920,43,Cardiology,36,81901
921,Laura Martinez921,47,Ophthalmology,37,108168
922,Sarah Davis922,56,Cardiology,10,141518
923,David Wilson923,29,Dermatology,31,199100
924,David Wilson924,52,General Surgery,32,186405
925,John Doe925,62,Ophthalmology,31,126366
926,David Wilson926,60,Ophthalmology,26,191084
927,Patricia Taylor927,50,General Surgery,3,167088
928,Jane Smith928,60,Orthopedics,4,160052
929,Michael Brown929,55,Neurology,37,159171
930,Robert Lee930,52,Pediatrics,10,170883
931,Emily Johnson931,44,Cardiology,36,142511
932,Patricia Taylor932,39,Neurology,30,167858
933,Laura Martinez933,62,Dermatology,16,103285
934,Robert Lee934,40,Orthopedics,38,85038
935,Robert Lee935,30,Ophthalmology,35,183774
936,Robert Lee936,29,Neurology,20,103484
937,Patricia Taylor937,48,General Surgery,8,145553
938,Emily Johnson938,44,Orthopedics,8,133769
939,James Anderson939,42,Orthopedics,15,91145
940,Patricia Taylor940,51,Pediatrics,7,132655
941,James Anderson941,44,Ophthalmology,8,95167
942,Laura Martinez942,48,Neurology,19,108103
943,Laura Martinez943,46,General Surgery,29,191027
944,John Doe944,60,Dermatology,39,189461
945,Robert Lee945,40,Neurology,22,141657
946,Robert Lee946,49,Pediatrics,14,194371
947,Laura Martinez947,40,Dermatology,10,164022
948,Jane Smith948,34,Ophthalmology,12,173767
949,Michael Brown949,49,General Surgery,6,130810
950,James Anderson950,29,Neurology,6,91221
951,Emily Johnson951,60,Cardiology,4,85485
952,John Doe952,37,Neurology,11,135003
953,Emily Johnson953,26,Dermatology,13,164599
954,Robert Lee954,61,General Surgery,15,122104
955,Michael Brown955,50,Pediatrics,5,91179
956,Michael Brown956,45,Pediatrics,11,114472
957,Sarah Davis957,62,Orthopedics,6,168815
958,Robert Lee958,34,General Surgery,28,99244
959,James Anderson959,58,Pediatrics,38,98282
960,Laura Martinez960,62,Neurology,7,175281
961,Laura Martinez961,65,Dermatology,39,120449
962,Jane Smith962,62,Orthopedics,27,181784
963,John Doe963,35,Dermatology,38,81575
964,Jane Smith964,46,Pediatrics,38,131414
965,Laura Martinez965,62,Dermatology,30,185958
966,Emily Johnson966,63,Dermatology,26,132488
967,Sarah Davis967,28,General Surgery,9,122434
968,Patricia Taylor968,49,General Surgery,7,92637
969,Robert Lee969,44,Ophthalmology,17,114260
970,John Doe970,51,Orthopedics,18,154183
971,Michael Brown971,26,Cardiology,29,189595
972,David Wilson972,51,Orthopedics,16,123271
973,Sarah Davis973,51,Pediatrics,39,188140
974,Michael Brown974,43,Neurology,29,81936
975,Laura Martinez975,31,Cardiology,22,199097
976,John Doe976,28,General Surgery,31,140466
977,Laura Martinez977,60,Orthopedics,35,188015
978,Michael Brown978,63,General Surgery,32,94255
979,David Wilson979,25,Neurology,38,80790
980,David Wilson980,65,Cardiology,23,91453
981,James Anderson981,62,Cardiology,14,122344
982,Emily Johnson982,34,Ophthalmology,12,159053
983,John Doe983,40,Orthopedics,17,153097
984,Robert Lee984,51,Neurology,40,84793
985,John Doe985,45,Pediatrics,6,149672
